Platz,Pl.AK,Name,Startnr.,Verein/Team,AK,Finish,Year,Finish_Minutes
3838,546,"Siegl, Stefan (GER)",5067,Runner's World,50-54,1900-01-01 04:22:04,2022,262.06666666666666
3839,475,"Söth, Julian (GER)",13540,–,<30,1900-01-01 04:22:04,2022,262.06666666666666
3840,476,"Brümmer, Jorvic (GER)",7473,–,<30,1900-01-01 04:22:05,2022,262.0833333333333
3841,541,"Schweigert, Wolfgang (GER)",1389,AbsoluteRun FinishLine Nürnberg x Asics,45-49,1900-01-01 04:22:05,2022,262.0833333333333
3842,635,"Bendjelloul, Karim (GER)",15422,–,40-44,1900-01-01 04:22:08,2022,262.1333333333333
3843,477,"Röhrs, Stephan (GER)",9108,–,<30,1900-01-01 04:22:08,2022,262.1333333333333
3844,353,"Pielke, Thomas (GER)",1344,100 Marathon Club,55-59,1900-01-01 04:22:11,2022,262.18333333333334
3845,478,"Enseleit, Simon (GER)",7402,–,<30,1900-01-01 04:22:12,2022,262.2
3846,503,"Mlakar, Johannes (GER)",6318,Team Tagessieg,30-34,1900-01-01 04:22:14,2022,262.23333333333335
3847,636,"Witkowski, Ronny (GER)",15430,"""Team Erdinger Alkoholfrei Altenburg""",40-44,1900-01-01 04:22:16,2022,262.26666666666665
3848,354,"Von Blomberg, Gorch (GER)",11044,–,55-59,1900-01-01 04:22:19,2022,262.31666666666666
3849,542,"Liesberg, Ronny (GER)",15584,–,45-49,1900-01-01 04:22:19,2022,262.31666666666666
3850,479,"Porsmose, Andreas (DEN)",12158,Techpartners/Kymi Rens,<30,1900-01-01 04:22:22,2022,262.3666666666667
3851,547,"Gloystein, Jens (GER)",9064,SV Brake Lauffeuer,50-54,1900-01-01 04:22:22,2022,262.3666666666667
3852,570,"Gerber, Sebastian (GER)",13039,Marcellus_runs,35-39,1900-01-01 04:22:23,2022,262.3833333333333
3853,548,"Becker, Frank (GER)",13060,–,50-54,1900-01-01 04:22:24,2022,262.4
3854,637,"Atasay, Tahir (GER)",12424,–,40-44,1900-01-01 04:22:26,2022,262.43333333333334
3855,355,"Granholm, Patric (FIN)",8052,–,55-59,1900-01-01 04:22:28,2022,262.46666666666664
3855,480,"Melzer, Kjell-Jonas (GER)",12218,fifty-five,<30,1900-01-01 04:22:28,2022,262.46666666666664
3857,571,"Grabe, Dominik (GER)",15414,–,35-39,1900-01-01 04:22:30,2022,262.5
3858,549,"Tams, Martin (GER)",13273,Naturheilpraxis Bieber,50-54,1900-01-01 04:22:32,2022,262.53333333333336
3859,356,"Jacobs, Thomas (GER)",9471,EWE läuft,55-59,1900-01-01 04:22:32,2022,262.53333333333336
3860,638,"Adenäuer, Peter (GER)",6480,–,40-44,1900-01-01 04:22:35,2022,262.5833333333333
3861,357,"Lyko, Fred (GER)",11232,–,55-59,1900-01-01 04:22:38,2022,262.6333333333333
3862,572,"Schwinger, Maik (GER)",6141,Premsliner Urkraft,35-39,1900-01-01 04:22:40,2022,262.6666666666667
3863,639,"Leitner, Matthias (GER)",9532,–,40-44,1900-01-01 04:22:41,2022,262.68333333333334
3864,358,"Hellbrück, Horst (GER)",11132,–,55-59,1900-01-01 04:22:43,2022,262.71666666666664
3865,504,"Schuldt, Philipp (GER)",3038,–,30-34,1900-01-01 04:22:45,2022,262.75
3866,550,"Magnussen, Lars (DEN)",9171,–,50-54,1900-01-01 04:22:48,2022,262.8
3867,551,"Sacharjat, Michael (GER)",6270,Jay_Run,50-54,1900-01-01 04:22:52,2022,262.8666666666667
3868,481,"Tychsen, Marvin (GER)",13142,–,<30,1900-01-01 04:23:02,2022,263.03333333333336
3869,482,"Leidreiter, Matthias (GER)",13186,Bami Army,<30,1900-01-01 04:23:08,2022,263.1333333333333
3870,158,"Kastner, Jörg (GER)",9311,LC Duisburg,60-64,1900-01-01 04:23:17,2022,263.28333333333336
3871,359,"Worbs, Armin (GER)",12420,–,55-59,1900-01-01 04:23:23,2022,263.3833333333333
3872,573,"Winter, Normen (GER)",10412,–,35-39,1900-01-01 04:23:27,2022,263.45
3873,360,"Martin, Olaf (GER)",12362,VfL Gladbeck Fun Runner,55-59,1900-01-01 04:23:29,2022,263.48333333333335
3874,574,"Herde, Alex (GER)",11230,–,35-39,1900-01-01 04:23:30,2022,263.5
3875,361,"Heneka, Armin (GER)",13037,LSG Weiher,55-59,1900-01-01 04:23:32,2022,263.53333333333336
3876,640,"Ziegler, Simon (GER)",6372,–,40-44,1900-01-01 04:23:33,2022,263.55
3877,483,"Rank, Patrick (GER)",11236,–,<30,1900-01-01 04:23:33,2022,263.55
3878,552,"Thordsen, Jan (GER)",15601,–,50-54,1900-01-01 04:23:34,2022,263.56666666666666
3879,37,"Dr. Hautz, Rolf (GER)",12017,–,65-69,1900-01-01 04:23:36,2022,263.6
3880,484,"Franz, Darius (GER)",13125,–,<30,1900-01-01 04:23:37,2022,263.6166666666667
3881,485,"Kühlen, Markus (GER)",12477,–,<30,1900-01-01 04:23:37,2022,263.6166666666667
3882,575,"Schröder, Patrick (GER)",9060,Sportfreunde Bispingen,35-39,1900-01-01 04:23:39,2022,263.65
3883,159,"Stahn, Andreas (GER)",9454,BSG Eurogate,60-64,1900-01-01 04:23:41,2022,263.68333333333334
3884,505,"Wasserfall, Valentin (GER)",5486,–,30-34,1900-01-01 04:23:44,2022,263.73333333333335
3885,543,"Lassbeck, David (GER)",8492,–,45-49,1900-01-01 04:23:45,2022,263.75
3886,553,"Giese, Jörg (GER)",9006,Frutti Di Mare 3.0,50-54,1900-01-01 04:23:47,2022,263.78333333333336
3887,362,"Backofen, Gerald (GER)",7122,LT Hofgeismar,55-59,1900-01-01 04:23:48,2022,263.8
3888,9,"Steinke, Helmut (GER)",9310,Lauftreff Wedel e.V.,70-74,1900-01-01 04:23:50,2022,263.8333333333333
3889,38,"Ennen, Reinhard (GER)",11312,–,65-69,1900-01-01 04:23:56,2022,263.93333333333334
3890,554,"Maloney, James (GER)",11164,–,50-54,1900-01-01 04:23:56,2022,263.93333333333334
3891,555,"Deifuß, Holger (GER)",8193,100 Marathon Club,50-54,1900-01-01 04:23:56,2022,263.93333333333334
3892,486,"Mittelhaus, Tristan (GER)",11222,–,<30,1900-01-01 04:23:56,2022,263.93333333333334
3893,363,"Hentschel, Johannes (GER)",13446,–,55-59,1900-01-01 04:23:58,2022,263.96666666666664
3894,487,"Voigt, Peer-Henrik (GER)",14378,–,<30,1900-01-01 04:24:00,2022,264.0
3895,488,"Lohde, Maximilian (GER)",11257,–,<30,1900-01-01 04:24:01,2022,264.01666666666665
3896,364,"Ehlig, Karsten (DEN)",4271,Ryløberne,55-59,1900-01-01 04:24:01,2022,264.01666666666665
3897,556,"Toth Mouritzen, Jesper (DEN)",4272,Ryløberne,50-54,1900-01-01 04:24:02,2022,264.03333333333336
3898,544,"Dix, Shaun (GER)",7372,–,45-49,1900-01-01 04:24:04,2022,264.06666666666666
3899,545,"Maleika, Ringo (GER)",12087,–,45-49,1900-01-01 04:24:08,2022,264.1333333333333
3900,557,"Träger, Marc-Stefan (GER)",7413,–,50-54,1900-01-01 04:24:09,2022,264.15
3901,506,"Kustwan, Martin (GER)",8375,–,30-34,1900-01-01 04:24:11,2022,264.18333333333334
3902,576,"Offenloch, Andreas (GER)",4439,Bagelbande,35-39,1900-01-01 04:24:13,2022,264.21666666666664
3903,546,"Kilger, Martin (GER)",11344,–,45-49,1900-01-01 04:24:15,2022,264.25
3904,507,"Tian, Mingyang (CHN)",13494,–,30-34,1900-01-01 04:24:16,2022,264.26666666666665
3905,547,"Brune-Suszka, Andre (GER)",13323,SW Osterfeine Lauftreff,45-49,1900-01-01 04:24:18,2022,264.3
3906,365,"Henneberg, Dirk (GER)",12120,–,55-59,1900-01-01 04:24:18,2022,264.3
3907,558,"Reckmann, Thomas (GER)",10180,LG Burg Wiedenbrück,50-54,1900-01-01 04:24:19,2022,264.31666666666666
3908,577,"Rasmussen, Rasmus Rump (DEN)",11244,–,35-39,1900-01-01 04:24:21,2022,264.35
3909,548,"Dr. Søndergaard, Ebbe Astrup (DEN)",11186,–,45-49,1900-01-01 04:24:23,2022,264.3833333333333
3910,641,"Hille, Christian (GER)",13081,–,40-44,1900-01-01 04:24:25,2022,264.4166666666667
3911,549,"Derstappen, Daniel (GER)",10114,Goitzsche-Sport e.V.,45-49,1900-01-01 04:24:27,2022,264.45
3912,366,"Machander, Ulf (GER)",12352,Tri-Bandits TSG Bergedorf,55-59,1900-01-01 04:24:28,2022,264.46666666666664
3913,508,"Machander, Dennis (GER)",2142,Eberswalder Schwimmverein,30-34,1900-01-01 04:24:28,2022,264.46666666666664
3914,578,"Emde, Alexander (GER)",9143,–,35-39,1900-01-01 04:24:33,2022,264.55
3915,367,"Kusch, Stephan (GER)",9191,–,55-59,1900-01-01 04:24:34,2022,264.56666666666666
3916,368,"Lo, Schek Kee (GER)",4419,100 Marathon Club,55-59,1900-01-01 04:24:34,2022,264.56666666666666
3917,509,"Duve-Bergmann, Mirco (GER)",13071,–,30-34,1900-01-01 04:24:37,2022,264.6166666666667
3918,369,"Prahl, Michael (GER)",7431,–,55-59,1900-01-01 04:24:37,2022,264.6166666666667
3919,160,"Mierau, Volker (GER)",10185,LG Reinbek,60-64,1900-01-01 04:24:42,2022,264.7
3920,642,"Hakus, Dominik (GER)",12479,–,40-44,1900-01-01 04:24:46,2022,264.76666666666665
3921,370,"Dr. Rümper, Jörg (GER)",11326,–,55-59,1900-01-01 04:24:47,2022,264.78333333333336
3922,579,"Cobzas, Hans (GER)",10409,–,35-39,1900-01-01 04:24:49,2022,264.81666666666666
3923,550,"Matzon, Benny (DEN)",8309,Vidar Motion,45-49,1900-01-01 04:24:50,2022,264.8333333333333
3924,643,"Pedersen, Morten William (DEN)",12274,Horsens All Runners,40-44,1900-01-01 04:24:50,2022,264.8333333333333
3925,510,"Bock, Sebastian (GER)",11003,–,30-34,1900-01-01 04:24:51,2022,264.85
3926,161,"Marks, Johann (GER)",14245,EWE Wattloopers,60-64,1900-01-01 04:24:51,2022,264.85
3927,371,"Niemann, Jörg (GER)",13350,Turbine Halle Saale e. V.,55-59,1900-01-01 04:24:52,2022,264.8666666666667
3928,559,"Dr. Pedersen, Anders (DEN)",3018,–,50-54,1900-01-01 04:24:52,2022,264.8666666666667
3929,372,"Friedrichs, Manfred (GER)",12439,–,55-59,1900-01-01 04:24:54,2022,264.9
3930,2,"Ghiglino, Claudio (ITA)",7009,CAMBIASO E RISSO,75-79,1900-01-01 04:24:55,2022,264.9166666666667
3931,373,"Amschler, Stefan (GER)",13312,Spiridon-Club Bad Oldesloe,55-59,1900-01-01 04:24:58,2022,264.96666666666664
3932,560,"Holste, Michael (GER)",11405,–,50-54,1900-01-01 04:24:59,2022,264.98333333333335
3933,489,"Meyer, Alexander (GER)",13120,–,<30,1900-01-01 04:25:02,2022,265.03333333333336
3934,551,"Seggewiß, Hendrik (GER)",6238,Lauffreunde Rhede,45-49,1900-01-01 04:25:02,2022,265.03333333333336
3935,552,"Duus, Maik (GER)",8152,TSV Goldebek,45-49,1900-01-01 04:25:03,2022,265.05
3936,561,"Schlegel, Jürgen (GER)",15401,FSM AG,50-54,1900-01-01 04:25:05,2022,265.0833333333333
3937,580,"Hacke, André (GER)",8139,–,35-39,1900-01-01 04:25:08,2022,265.1333333333333
3938,553,"Prof. Bauler, Daniel (LUX)",8146,MemorAid Luc Courtois,45-49,1900-01-01 04:25:11,2022,265.18333333333334
3939,374,"Pankratz, Holger (GER)",10296,SVG,55-59,1900-01-01 04:25:11,2022,265.18333333333334
3940,644,"Cramer, Christian (GER)",7440,–,40-44,1900-01-01 04:25:12,2022,265.2
3941,562,"Wacker, Lars (GER)",14523,–,50-54,1900-01-01 04:25:15,2022,265.25
3942,645,"Volkenborn, Mitja (GER)",13067,–,40-44,1900-01-01 04:25:18,2022,265.3
3943,646,"Starr, Ben (GBR)",12539,–,40-44,1900-01-01 04:25:22,2022,265.3666666666667
3944,563,"Heise, Mathias (GER)",9264,–,50-54,1900-01-01 04:25:24,2022,265.4
3945,647,"Pedersen, Steffen (DEN)",11305,–,40-44,1900-01-01 04:25:29,2022,265.48333333333335
3946,490,"Matzke, Oliver (GER)",4312,–,<30,1900-01-01 04:25:30,2022,265.5
3947,491,"Boehnke, Dominik (GER)",10170,Lauftreff TV Uelzen,<30,1900-01-01 04:25:30,2022,265.5
3948,511,"Katz, Oz (GER)",10027,Achilles International Germany,30-34,1900-01-01 04:25:38,2022,265.6333333333333
3949,564,"Wolff, Thomas (GER)",12166,–,50-54,1900-01-01 04:25:38,2022,265.6333333333333
3950,162,"Ghaffari Eisizad, Bahman (GER)",10025,Achilles International Germany,60-64,1900-01-01 04:25:39,2022,265.65
3951,492,"Quast, Vincent (GER)",12481,–,<30,1900-01-01 04:25:40,2022,265.6666666666667
3952,375,"Dr. Dörr, Norbert (GER)",12195,–,55-59,1900-01-01 04:25:42,2022,265.7
3953,493,"Awiszus, Lars Christopher (GER)",5083,SG Wilhelmsburg,<30,1900-01-01 04:25:43,2022,265.71666666666664
3954,3,"Philipp, Udo (GER)",13185,ATSV Stockelsdorf,75-79,1900-01-01 04:25:43,2022,265.71666666666664
3955,648,"Leskien, Benjamin (GER)",10535,–,40-44,1900-01-01 04:25:45,2022,265.75
3956,163,"Janke, Detlef (GER)",14511,–,60-64,1900-01-01 04:25:46,2022,265.76666666666665
3957,494,"Chipiga, Vladislav (RUS)",11163,–,<30,1900-01-01 04:25:47,2022,265.78333333333336
3958,376,"Knörlein, Michael (GER)",13307,SG Neunkirchen am Brand,55-59,1900-01-01 04:25:48,2022,265.8
3959,39,"Kaland, Bernd (GER)",9153,–,65-69,1900-01-01 04:25:49,2022,265.81666666666666
3960,495,"Westphal, Luca Leon (GER)",10495,–,<30,1900-01-01 04:25:50,2022,265.8333333333333
3961,565,"Schleier, Matthias (GER)",11406,–,50-54,1900-01-01 04:25:51,2022,265.85
3962,649,"Richter, Matthias (GER)",13150,TuS Mantinghausen,40-44,1900-01-01 04:25:52,2022,265.8666666666667
3963,581,"Vollack, Stephan (GER)",11408,–,35-39,1900-01-01 04:25:52,2022,265.8666666666667
3964,164,"Paschold, Rüdiger (GER)",8089,–,60-64,1900-01-01 04:25:58,2022,265.96666666666664
3965,566,"Vesely, Olaf (GER)",11482,–,50-54,1900-01-01 04:26:00,2022,266.0
3966,554,"Kozakai, Takatsugu (JPN)",10526,–,45-49,1900-01-01 04:26:02,2022,266.03333333333336
3967,650,"Abildgaard, Jess (DEN)",10285,Stigeløberne,40-44,1900-01-01 04:26:03,2022,266.05
3968,567,"Kalcker, Lutz (GER)",9236,LG Schluckebier,50-54,1900-01-01 04:26:03,2022,266.05
3969,568,"Vogt, Thorsten (GER)",7329,–,50-54,1900-01-01 04:26:04,2022,266.06666666666666
3970,582,"Brüß, Marco (GER)",13438,–,35-39,1900-01-01 04:26:07,2022,266.1166666666667
3971,377,"Zimmer, Dimitri (GER)",9229,DE&RU,55-59,1900-01-01 04:26:08,2022,266.1333333333333
3972,165,"Dr. Nehring, Thomas (GER)",13291,Reitstall Oelixdorf,60-64,1900-01-01 04:26:13,2022,266.21666666666664
3973,378,"Karpe, Rene (GER)",8369,–,55-59,1900-01-01 04:26:14,2022,266.23333333333335
3974,379,"Dr. Jungclaus, Ralf (GER)",9136,–,55-59,1900-01-01 04:26:17,2022,266.28333333333336
3975,569,"Allmaier, Michael (GER)",14223,–,50-54,1900-01-01 04:26:19,2022,266.31666666666666
3976,496,"Kölbel, Anton (GER)",11009,–,<30,1900-01-01 04:26:19,2022,266.31666666666666
3977,166,"Dunker, Uwe (GER)",13003,–,60-64,1900-01-01 04:26:21,2022,266.35
3978,497,"Hagemann, Timo (GER)",11167,–,<30,1900-01-01 04:26:22,2022,266.3666666666667
3979,570,"Kaatz, Jens (GER)",9369,–,50-54,1900-01-01 04:26:25,2022,266.4166666666667
3980,512,"Seifert, Christian (GER)",11423,–,30-34,1900-01-01 04:26:30,2022,266.5
3981,571,"Koermeling, Martin (GER)",8311,Weekend Runners,50-54,1900-01-01 04:26:33,2022,266.55
3982,572,"Becker, Florian (GER)",3369,–,50-54,1900-01-01 04:26:37,2022,266.6166666666667
3983,573,"Bendfeldt, Henning (GER)",11464,–,50-54,1900-01-01 04:26:40,2022,266.6666666666667
3984,651,"Fietkau, Kay (GER)",9265,SC DHfK Leipzig,40-44,1900-01-01 04:26:43,2022,266.71666666666664
3985,513,"Dirksen, Fritjof (GER)",15437,Fueled by Coffee,30-34,1900-01-01 04:26:43,2022,266.71666666666664
3986,555,"Dr. Bindslev, Daniel (DEN)",11291,–,45-49,1900-01-01 04:26:43,2022,266.71666666666664
3987,652,"Seefeldt, Jan (GER)",12383,–,40-44,1900-01-01 04:26:45,2022,266.75
3988,583,"Kasch, Steffen (GER)",10444,–,35-39,1900-01-01 04:26:46,2022,266.76666666666665
3989,380,"Putfarken, Thomas (GER)",12330,SV Altengamme,55-59,1900-01-01 04:26:48,2022,266.8
3990,653,"Ussher, Malte (GER)",7244,Team Ussher,40-44,1900-01-01 04:26:50,2022,266.8333333333333
3991,574,"Gerdes, Arnim (GER)",9333,Störtebeker Loopers TV Marienhafe,50-54,1900-01-01 04:26:50,2022,266.8333333333333
3992,654,"Senger, Sebastian (GER)",14139,–,40-44,1900-01-01 04:26:53,2022,266.8833333333333
3993,498,"Rüting, Daniel (GER)",6189,–,<30,1900-01-01 04:26:53,2022,266.8833333333333
3994,167,"Stein, Olaf (GER)",8436,–,60-64,1900-01-01 04:26:53,2022,266.8833333333333
3995,575,"Schreiber, Dirk (GER)",13536,–,50-54,1900-01-01 04:26:54,2022,266.9
3996,499,"Ohrt, Alexander (GER)",7406,–,<30,1900-01-01 04:26:58,2022,266.96666666666664
3997,655,"Beug, Marko (GER)",13183,Äsikx Backrunner Hamburg,40-44,1900-01-01 04:26:59,2022,266.98333333333335
3998,168,"Steiner, Erich (SUI)",11055,–,60-64,1900-01-01 04:27:01,2022,267.01666666666665
3999,576,"Frederiksen, Ulrik (DEN)",4423,AAIG,50-54,1900-01-01 04:27:03,2022,267.05
4000,556,"Hilbig, Willi (DEN)",4422,AAIG,45-49,1900-01-01 04:27:03,2022,267.05
4001,500,"Schuchert, Christoph (GER)",13304,Seitenstecher,<30,1900-01-01 04:27:11,2022,267.18333333333334
4002,381,"Schneider, Bernd (GER)",4495,Freiheitsläufer,55-59,1900-01-01 04:27:14,2022,267.23333333333335
4003,557,"Prof. Schörlin, Frank (SUI)",13100,–,45-49,1900-01-01 04:27:15,2022,267.25
4004,501,"Hillenhayn, Thomas (GER)",14057,–,<30,1900-01-01 04:27:19,2022,267.31666666666666
4005,169,"Lentzer, Uwe (GER)",13043,Roadrunners,60-64,1900-01-01 04:27:23,2022,267.3833333333333
4006,502,"Curran, Philip (IRL)",10515,–,<30,1900-01-01 04:27:23,2022,267.3833333333333
4007,577,"Feddersen, Jens (GER)",14125,–,50-54,1900-01-01 04:27:23,2022,267.3833333333333
4008,503,"Ballantyne, Ross (IRL)",11149,–,<30,1900-01-01 04:27:24,2022,267.4
4009,170,"Melzer, Jürgen (GER)",9377,–,60-64,1900-01-01 04:27:24,2022,267.4
4010,584,"Gerstenmaier, Robert (GER)",15092,–,35-39,1900-01-01 04:27:28,2022,267.46666666666664
4011,558,"Dammann, Teja (GER)",12442,–,45-49,1900-01-01 04:27:29,2022,267.48333333333335
4012,382,"Bieler, Klaus (GER)",6467,Erdinger Alkoholfrei,55-59,1900-01-01 04:27:30,2022,267.5
4013,40,"Grajetzki, Dieter (GER)",8440,–,65-69,1900-01-01 04:27:31,2022,267.51666666666665
4014,578,"Schindler, Thorsten (GER)",9026,LC Auensee Leipzig,50-54,1900-01-01 04:27:31,2022,267.51666666666665
4015,579,"Rüschmann, Uwe (GER)",9420,–,50-54,1900-01-01 04:27:35,2022,267.5833333333333
4016,171,"Lammers, Manfred (GER)",10195,LSF Oldenburg,60-64,1900-01-01 04:27:35,2022,267.5833333333333
4017,514,"Herr, Henrik (GER)",11478,–,30-34,1900-01-01 04:27:36,2022,267.6
4018,41,"Epkenhans, Martin (GER)",6322,Tri Finish Münster,65-69,1900-01-01 04:27:38,2022,267.6333333333333
4019,585,"Dahlmann, Jonas (GER)",8104,–,35-39,1900-01-01 04:27:42,2022,267.7
4020,586,"Prof. Dr. Ooi, Arron (GBR)",12412,–,35-39,1900-01-01 04:27:43,2022,267.71666666666664
4021,172,"Halbrügge, Thomas (GER)",12289,LCO,60-64,1900-01-01 04:27:47,2022,267.78333333333336
4022,559,"Wolderich, Jan (GER)",10094,FC St. Pauli Triathlon,45-49,1900-01-01 04:27:49,2022,267.81666666666666
4023,515,"Liebl, Patrick (GER)",12419,–,30-34,1900-01-01 04:27:49,2022,267.81666666666666
4024,580,"Dr. Renzullo, Giancarlo (ITA)",2311,–,50-54,1900-01-01 04:27:50,2022,267.8333333333333
4025,656,"Treder, Sascha (GER)",13375,–,40-44,1900-01-01 04:27:51,2022,267.85
4026,657,"Wiechert, Daniel (GER)",14017,–,40-44,1900-01-01 04:27:51,2022,267.85
4027,560,"Lange, Stefan (GER)",10014,@mampf.rennt,45-49,1900-01-01 04:27:51,2022,267.85
4028,581,"Maletz, Rene (GER)",9347,Viktoria Schlich,50-54,1900-01-01 04:27:52,2022,267.8666666666667
4029,587,"Kaufholz, Jan (GER)",9472,FC Deutsche Post,35-39,1900-01-01 04:27:53,2022,267.8833333333333
4030,561,"Hager, Marcel (GER)",8057,–,45-49,1900-01-01 04:28:04,2022,268.06666666666666
4031,588,"Mahon, Michael (CAN)",14050,–,35-39,1900-01-01 04:28:08,2022,268.1333333333333
4032,383,"Peuser, Gerald (GER)",6470,LG Bad Soden Sulzbach Neuenhain,55-59,1900-01-01 04:28:09,2022,268.15
4033,562,"Bauermees, Thomas (GER)",10315,Team Erdinger Alkoholfrei,45-49,1900-01-01 04:28:15,2022,268.25
4034,516,"Kotrade, Arne (GER)",6460,Asterix & Obelix,30-34,1900-01-01 04:28:15,2022,268.25
4035,582,"Hold, Andreas (GER)",6540,Bergpack,50-54,1900-01-01 04:28:15,2022,268.25
4036,504,"Schmidt-Dencker, Kai-Philip (GER)",14529,–,<30,1900-01-01 04:28:16,2022,268.26666666666665
4037,384,"Bachmann, Marcus (GER)",12204,BSG msg nexinsure,55-59,1900-01-01 04:28:16,2022,268.26666666666665
4038,563,"Bruderer, Torsten (GER)",13172,–,45-49,1900-01-01 04:28:18,2022,268.3
4039,505,"Bliznyuk, Ivan (GER)",9373,–,<30,1900-01-01 04:28:20,2022,268.3333333333333
4040,589,"Kötter, Bernhard (GER)",9414,–,35-39,1900-01-01 04:28:20,2022,268.3333333333333
4041,173,"Schmid, Hubertus (GER)",7093,Lauffeuer Chiemgau,60-64,1900-01-01 04:28:21,2022,268.35
4042,658,"Saronjic, Jasmin (CRO)",8215,FC Deutsche Post,40-44,1900-01-01 04:28:23,2022,268.3833333333333
4043,10,"Dr. Buschhaus, Fritz (GER)",10378,TV Steinau Laufwerk,70-74,1900-01-01 04:28:24,2022,268.4
4044,583,"Strohhäcker, Carsten (GER)",9113,–,50-54,1900-01-01 04:28:24,2022,268.4
4045,174,"Hein, Michael (GER)",9111,–,60-64,1900-01-01 04:28:25,2022,268.4166666666667
4046,175,"Guler, Gursel Seyit (TUR)",4178,–,60-64,1900-01-01 04:28:26,2022,268.43333333333334
4047,385,"Dr. Bonacker, Michael (GER)",10097,FC Voran Ohe,55-59,1900-01-01 04:28:26,2022,268.43333333333334
4048,386,"Reber, André (SUI)",11050,–,55-59,1900-01-01 04:28:27,2022,268.45
4049,387,"Plate, Frank (NED)",13161,–,55-59,1900-01-01 04:28:28,2022,268.46666666666664
4050,388,"Dietsche, Roger (SUI)",8426,–,55-59,1900-01-01 04:28:29,2022,268.48333333333335
4051,506,"Dietrich, Gregoire (GER)",12069,–,<30,1900-01-01 04:28:30,2022,268.5
4052,659,"Wendholt, Mathias (GER)",12080,–,40-44,1900-01-01 04:28:30,2022,268.5
4053,660,"Felke, Marcel (GER)",10308,Team Erdinger Alkoholfrei,40-44,1900-01-01 04:28:32,2022,268.53333333333336
4054,517,"Scherlitz, Sebastian (GER)",15444,–,30-34,1900-01-01 04:28:33,2022,268.55
4055,661,"Fuchs, Wolfgang (GER)",14212,–,40-44,1900-01-01 04:28:33,2022,268.55
4056,590,"Nolte, Andreas (GER)",13354,Tus Humfeld,35-39,1900-01-01 04:28:33,2022,268.55
4057,507,"Hense, Jan (GER)",6006,–,<30,1900-01-01 04:28:34,2022,268.56666666666666
4058,518,"Fonseca, Lucas (GER)",14059,–,30-34,1900-01-01 04:28:34,2022,268.56666666666666
4059,591,"Radtke, Thomas (GER)",9225,Alsterhelden,35-39,1900-01-01 04:28:35,2022,268.5833333333333
4060,584,"Gimpel, Derek (GER)",12360,TVB 09/ Team Erdiger,50-54,1900-01-01 04:28:37,2022,268.6166666666667
4061,564,"Nevermann, Christoph (GER)",13364,–,45-49,1900-01-01 04:28:37,2022,268.6166666666667
4062,389,"Hansen, Michael (DEN)",10042,Årslev løbeklub,55-59,1900-01-01 04:28:38,2022,268.6333333333333
4063,585,"Haag, Bertram (AUT)",14353,Trigantium Bregenz,50-54,1900-01-01 04:28:38,2022,268.6333333333333
4064,508,"Harting, Paul (GER)",14024,–,<30,1900-01-01 04:28:39,2022,268.65
4065,565,"Bremehr, Daniel (GER)",14466,Kniescheibe 69,45-49,1900-01-01 04:28:41,2022,268.68333333333334
4066,509,"Hauf, Matthias (GER)",12245,Bami Army,<30,1900-01-01 04:28:43,2022,268.71666666666664
4067,592,"Looden, Jürgen (GER)",14319,–,35-39,1900-01-01 04:28:44,2022,268.73333333333335
4068,519,"Etmans, Niklas (GER)",7467,–,30-34,1900-01-01 04:28:44,2022,268.73333333333335
4069,520,"Henke, Alexander (GER)",10396,VSC Butze,30-34,1900-01-01 04:28:45,2022,268.75
4070,521,"Fischer, Paul (GER)",14035,–,30-34,1900-01-01 04:28:45,2022,268.75
4071,390,"Prof. Kenneford, Gene (USA)",14005,–,55-59,1900-01-01 04:28:47,2022,268.78333333333336
4072,522,"Held, Jonathan (GER)",11383,–,30-34,1900-01-01 04:28:47,2022,268.78333333333336
4073,523,"Steiner, Michael (GER)",7470,–,30-34,1900-01-01 04:28:50,2022,268.8333333333333
4074,524,"Nuß, Matthias (GER)",9126,–,30-34,1900-01-01 04:28:50,2022,268.8333333333333
4075,391,"Baus, Stefan (GER)",12234,1. Kieler HTC,55-59,1900-01-01 04:28:52,2022,268.8666666666667
4076,525,"Lühr, Malte (GER)",9491,Schwarzer Block,30-34,1900-01-01 04:28:52,2022,268.8666666666667
4077,510,"Michael, Philipp (GER)",11308,–,<30,1900-01-01 04:28:54,2022,268.9
4078,593,"Behlke, Rico (GER)",9520,–,35-39,1900-01-01 04:28:54,2022,268.9
4079,586,"Hengstermann, Frank (GER)",12099,–,50-54,1900-01-01 04:28:54,2022,268.9
4080,594,"Ihlenfeld-Kolewe, Andre (GER)",11109,–,35-39,1900-01-01 04:28:56,2022,268.93333333333334
4081,176,"Krause, Andreas (GER)",9054,SCC Berlin,60-64,1900-01-01 04:28:59,2022,268.98333333333335
4082,595,"Jemlich, Björn Lars (GER)",15611,LG Ultralauf,35-39,1900-01-01 04:29:04,2022,269.06666666666666
4083,587,"Derfert, Timo (GER)",12331,SV Brake Lauffeuer,50-54,1900-01-01 04:29:04,2022,269.06666666666666
4084,596,"Hack, Tim (GER)",10159,Lauffreunde HADI Wesel,35-39,1900-01-01 04:29:05,2022,269.0833333333333
4085,597,"Mohan Kumar, Chethan (GER)",14044,–,35-39,1900-01-01 04:29:06,2022,269.1
4086,392,"Zelinski, Dietmar (GER)",12176,–,55-59,1900-01-01 04:29:07,2022,269.1166666666667
